resourceGroup,resourceType,policyDefinitionReferenceId,policyDefinitionId,ResourceName
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmssls-kg9p7-worker-southeastasia-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmssls-kg9p7-worker-southeastasia-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmssls-kg9p7-worker-southeastasia-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmssls-kg9p7-worker-southeastasia-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmssls-kg9p7-master-0
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmssls-kg9p7-master-2
bmms-sls,Microsoft.Compute/virtualMachines,windowsguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,gcwindowsdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/3dc5edcd-002d-444c-b216-e123bbfa37c0,bmms-sls-windows
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmssls-kg9p7-master-2
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmssls-kg9p7-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmsdev-8smr2-worker-southeastasia-3
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmssls-kg9p7-master-1
bmms-sls,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmms-sls-bastion
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmssls-kg9p7-master-0
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmssls-kg9p7-master-1
bmms-sls,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmms-sls-bastion
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmssls-kg9p7-master-0
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmssls-kg9p7-master-1
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmssls-kg9p7-master-0
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmssls-kg9p7-master-0
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmssls-kg9p7-master-0
bmms-sls,Microsoft.Compute/virtualMachines,windowswebserversshouldbeconfiguredtousesecurecommunicationprotocolsmonitoringeffect,/providers/microsoft.authorization/policydefinitions/5752e6d6-1206-46d8-8ab1-ecc2f71a8112,bmms-sls-windows
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmssls-kg9p7-master-0
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmssls-kg9p7-master-0
bmms-sls,Microsoft.Compute/virtualMachines,guestattestationextensionshouldbeinstalledonsupportedwindowsvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/1cb4d9c2-f88f-4069-bee0-dba239a57b09,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,windowsdefenderexploitguardmonitoring,/providers/microsoft.authorization/policydefinitions/bed48b13-6647-468e-aa2f-1af1d3f4dd40,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmms-sls-windows
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmssls-kg9p7-master-0
bmmssls-kg9p7-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmssls-kg9p7-master-0
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmsdev-8smr2-worker-southeastasia-3
bmms-sls,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,guestattestationextensionshouldbeinstalledonsupportedlinuxvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/672fe5a1-2fcd-42d7-b85d-902b6e28c6ff,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,jitnetworkaccessmonitoring,/providers/microsoft.authorization/policydefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c,bmms-sls-windows
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmsdev-8smr2-worker-southeastasia-3
bmms-sls,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmms-sls-windows
bmms-sls,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmms-sls-windows
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmsdev-8smr2-worker-southeastasia-2
bmms-sls,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmms-sls-bastion
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmsdev-8smr2-worker-southeastasia-2
bmms-sls,Microsoft.Compute/virtualMachines,restrictaccesstomanagementportsmonitoring,/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,nextgenerationfirewallmonitoring,/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,jitnetworkaccessmonitoring,/providers/microsoft.authorization/policydefinitions/b0f33259-77d7-4c9e-aac6-3aabcfae693c,bmms-sls-bastion
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmsdev-8smr2-worker-southeastasia-3
bmms-sls,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmms-sls-bastion
bmms-sls,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmms-sls-bastion
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmsdev-8smr2-worker-southeastasia-3
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmsdev-8smr2-worker-southeastasia-3
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmsdev-8smr2-worker-southeastasia-3
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmsdev-8smr2-worker-southeastasia-3
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmsdev-8smr2-worker-southeastasia-3
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmsdev-8smr2-worker-southeastasia-3
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmsdev-8smr2-master-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmsdev-8smr2-worker-southeastasia-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmsdev-8smr2-master-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,authenticationtolinuxmachinesshouldrequiresshkeysmonitoringeffect,/providers/microsoft.authorization/policydefinitions/630c64f9-8b6b-4c64-b511-6544ceff6fd6,bmmsdev-8smr2-master-0
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmsdev-8smr2-master-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmsdev-8smr2-worker-southeastasia-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmsdev-8smr2-master-2
bmms-dev,Microsoft.Compute/virtualMachines,windowsguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/72650e9f-97bc-4b2a-ab5f-9781a9fcecbc,console-02
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxguestconfigbaselinesmonitoring,/providers/microsoft.authorization/policydefinitions/fc9b3da7-8347-4380-8e70-0a0361d8dedd,bmmsdev-8smr2-master-0
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmsdev-8smr2-master-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,virtualmachinesandvirtualmachinescalesetsshouldhaveencryptionathostenabled,/providers/microsoft.authorization/policydefinitions/fc4d8e41-e223-45ea-9bf5-eada37891d87,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,systemupdatesautoassessmentmode,/providers/microsoft.authorization/policydefinitions/bd876905-5b84-4f73-ab2d-2e7a7c4568d9,bmmsdev-8smr2-master-2
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gclinuxdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/ca88aadc-6e2b-416c-9de2-5a0f01d1693f,bmmsdev-8smr2-master-0
bmms-dev,Microsoft.Compute/virtualMachines,gcwindowsdiskencryptionmonitoring,/providers/microsoft.authorization/policydefinitions/3dc5edcd-002d-444c-b216-e123bbfa37c0,console-01
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,linuxvirtualmachineshouldusesignedandtrustedbootcomponenteffect,/providers/microsoft.authorization/policydefinitions/13a6c84f-49a5-410a-b5df-5b880c3fe009,bmmsdev-8smr2-master-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,azurebackupshouldbeenabledforvirtualmachinesmonitoringeffect,/providers/microsoft.authorization/policydefinitions/013e242c-8828-4970-87b3-ab247555486d,bmmsdev-8smr2-master-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,gcextonvmmonitoring,/providers/microsoft.authorization/policydefinitions/ae89ebca-1c92-4898-ac2c-9f63decb045c,bmmsdev-8smr2-master-0
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,serversqldbvulnerabilityassesmentmonitoring,/providers/microsoft.authorization/policydefinitions/6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,bmmsdev-8smr2-master-1
bmmsdev-8smr2-rg,Microsoft.Compute/virtualMachines,servervulnerabilityassessment,/providers/microsoft.authorization/policydefinitions/501541f7-f7e7-4cd6-868c-4190fdad3ac9,bmmsdev-8smr2-master-1
